Year,Week_x,Abbr_RDBMS_Winner,Week2,Day,Date,Time,Home_Team,FINAL_TEAM_NAME,Opponent,TEAM_POINTS,TEAM_YARDS,TEAM_TURNOVERS,TEAM_TURNOVER_DIFFERENTIAL,OPPONENTS_POINTS,OPPONENTS_YARDS,OPPONENTS_TURNOVERS,OPPONENTS_TURNOVER_DIFFERENTIAL,TEAM_POINT_MARGIN,GAMEID,BINARY_WIN,W-L-T,Power Index FPI,Power Index RK,Power Index TREND,Power Index OFF,Power Index DEF,Power Index ST,Ranks SOS,Ranks REM SOS,Ranks AVGWP,DIVISION_538_Winner,ELO WITH QB_538_Winner,ELO CHANGE_538_Winner,CURRENT QB ADJ_538_Winner,Points_Diff_538_Winner,Playoffs_Prob_538_Winner,Division_Prob_538_Winner,Bye_Prob_538_Winner,SB_Prob_538_Winner,REAL_WINS2_538_Winner,REAL_LOSSES2_538_Winner,REAL_TIES_538_Winner,PROJ_WINS4_538_Winner,PROJ_LOSS4_538_Winner,EPA/play_RDBMS_Winner,OVR_SUCCESS_RATE_RDBMS_Winner,Dropback EPA_RDBMS_Winner,DROPBACK_SR_RDBMS_Winner,Rush EPA_RDBMS_Winner,RUN_SR_RDBMS_Winner,TOTAL DVOA_FO_WEEKLY_Winner,LAST WEEK_FO_WEEKLY_Winner,DAVE_WEI_DVOA_FO_WEEKLY_Winner,OFFENSE DVOA_FO_WEEKLY_Winner,DEFENSE DVOA_FO_WEEKLY_Winner,S.T. DVOA_FO_WEEKLY_Winner,RK_FO_ANNUAL_Winner,TOTAL DVOA_FO_ANNUAL_Winner,DAVE_WEI_DVOA_FO_ANNUAL_Winner,OFFENSE DVOA_FO_ANNUAL_Winner,DEFENSE DVOA_FO_ANNUAL_Winner,S.T. DVOA_FO_ANNUAL_Winner,non-adj VOA_FO_ANNUAL_Winner,Last Year_FO_ANNUAL_Winner,ESTIM. WINS_FO_ANNUAL_Winner,SCHEDULE RANK_FO_ANNUAL_Winner,VAR._FO_ANNUAL_Winner,TOTAL_GAME_POINTS,TOTAL_GAME_YARDS,TOTAL_GAME_TURNOVERS,PLAYOFFS_BINARY,GAME_TYPE
2016,10,LA,10,Sun,13-Nov,1:00PM,0,St. Louis Rams,New York Jets,9,280,0,1,6,296,1,-1,3,322,1,4-12,-10.2,32,0,-10.4,0.0,0.2,10,0,29,NFC West,1447,-12,0.0,-65.5,0.04,0.02,0.003,0.003,3,5,0,6.2,9.8,-0.086,0.33299999999999996,-0.03,0.306,-0.153,0.36700000000000005,-0.09,24,-0.081,-0.21100000000000002,-0.062,0.06,30,-0.295,-0.381,-0.381,-0.015,0.071,-0.262,14,4.6,-0.01,0.159,15,576,1,0,Regular Season
2016,12,IND,12,Thu,24-Nov,8:30PM,0,Indianapolis Colts,Pittsburgh Steelers,7,310,2,-2,28,369,0,2,-21,323,0,8-8,0.7,7,0,3.1,-3.0,0.6,26,0,15,AFC South,1494,12,0.0,-9.0,0.22,0.19,0.003,0.003,5,5,0,8.0,8.0,-0.153,0.32799999999999996,-0.092,0.405,-0.27,0.182,-0.184,27,-0.182,-0.054000000000000006,0.18600000000000003,0.055999999999999994,23,-0.055999999999999994,0.022000000000000002,0.033,0.13,0.040999999999999995,-0.039,24,6.8,-0.039,0.146,35,679,2,0,Regular Season
2016,12,PIT,12,Thu,24-Nov,8:30PM,0,Pittsburgh Steelers,Indianapolis Colts,28,369,0,2,7,310,2,-2,21,323,1,13-6-0,3.8,7,0,3.8,0.0,0.0,17,0,6,AFC North,1536,13,0.0,0.0,0.55,0.54,0.01,0.02,5,5,0,8.5,7.5,0.31,0.46299999999999997,0.48100000000000004,0.435,0.183,0.484,0.129,10,0.134,0.091,-0.047,-0.008,4,0.156,0.20199999999999999,0.127,-0.03,-0.001,0.163,7,10.0,0.005,0.24100000000000002,35,679,2,0,Regular Season
2016,6,IND,6,Sun,16-Oct,8:32PM,1,Indianapolis Colts,Houston Texans,23,392,1,0,26,414,1,0,-3,324,0,8-8,0.7,23,0,3.1,-3.0,0.6,26,0,15,AFC South,1462,13,0.0,-37.0,0.22,0.18,0.01,0.003,2,3,0,6.8,9.2,0.017,0.465,0.077,0.5,-0.08,0.40700000000000003,-0.18100000000000002,27,-0.15,-0.044000000000000004,0.21899999999999997,0.08199999999999999,23,-0.055999999999999994,0.022000000000000002,0.033,0.13,0.040999999999999995,-0.039,24,6.8,-0.039,0.146,49,806,2,0,Regular Season
2016,6,HOU,6,Sun,16-Oct,8:32PM,1,Houston Texans,Indianapolis Colts,26,414,1,0,23,392,1,0,3,324,1,10-8,-1.2,23,0,-5.6,4.8,-0.4,7,0,24,AFC South,1517,-15,0.0,0.0,0.7,0.67,0.1,0.03,3,2,0,9.2,6.8,0.055999999999999994,0.478,0.121,0.512,-0.038,0.429,-0.23199999999999998,31,-0.204,-0.205,-0.051,-0.078,28,-0.195,-0.174,-0.21100000000000002,-0.08,-0.065,-0.165,17,5.1,0.006999999999999999,0.073,49,806,2,0,Regular Season
2016,14,IND,14,Sun,11-Dec,1:00PM,0,Indianapolis Colts,Houston Texans,17,348,3,-2,22,316,1,2,-5,325,0,8-8,0.7,23,0,3.1,-3.0,0.6,26,0,15,AFC South,1502,41,0.0,0.0,0.39,0.38,0.003,0.003,6,6,0,8.1,7.9,-0.051,0.431,-0.126,0.42,0.198,0.467,-0.075,25,-0.033,0.001,0.13,0.054000000000000006,23,-0.055999999999999994,0.022000000000000002,0.033,0.13,0.040999999999999995,-0.039,24,6.8,-0.039,0.146,39,664,4,0,Regular Season
2016,14,HOU,14,Sun,11-Dec,1:00PM,0,Houston Texans,Indianapolis Colts,22,316,1,2,17,348,3,-2,5,325,1,10-8,-1.2,23,0,-5.6,4.8,-0.4,7,0,24,AFC South,1467,-15,0.0,-44.0,0.52,0.51,0.003,0.003,6,6,0,8.2,7.8,-0.013999999999999999,0.493,-0.062,0.5,0.018000000000000002,0.488,-0.226,30,-0.231,-0.19399999999999998,-0.027000000000000003,-0.059000000000000004,28,-0.195,-0.174,-0.21100000000000002,-0.08,-0.065,-0.165,17,5.1,0.006999999999999999,0.073,39,664,4,0,Regular Season
2016,1,IND,1,Sun,11-Sep,4:27PM,0,Indianapolis Colts,Detroit Lions,35,450,0,0,39,448,0,0,-4,326,0,8-8,0.7,27,0,3.1,-3.0,0.6,26,0,15,AFC South,1484,0,0.0,-1.3,0.43,0.36,0.09,0.02,0,0,0,8.0,8.0,0.24600000000000002,0.493,0.331,0.5,-0.016,0.47100000000000003,0.003,28,-0.023,0.33799999999999997,0.42700000000000005,0.092,23,-0.055999999999999994,0.022000000000000002,0.033,0.13,0.040999999999999995,-0.039,24,6.8,-0.039,0.146,74,898,0,0,Regular Season
2016,1,DET,1,Sun,11-Sep,4:27PM,0,Detroit Lions,Indianapolis Colts,39,448,0,0,35,450,0,0,4,326,1,9-8,-3.3,27,0,1.0,-4.2,-0.1,19,0,22,NFC North,1503,0,0.0,13.3,0.37,0.18,0.1,0.02,0,0,0,8.4,7.6,0.373,0.609,0.507,0.643,0.11599999999999999,0.545,0.382,15,0.043,0.542,0.213,0.052000000000000005,26,-0.11199999999999999,-0.13,-0.006999999999999999,0.14,0.035,-0.1,12,6.0,0.0,0.10099999999999999,74,898,0,0,Regular Season
2016,2,IND,2,Sun,18-Sep,4:25PM,1,Indianapolis Colts,Denver Broncos,20,253,2,-1,34,400,1,1,-14,327,0,8-8,0.7,6,0,3.1,-3.0,0.6,26,0,15,AFC South,1466,-19,0.0,-21.2,0.31,0.26,0.03,0.003,0,1,0,7.0,7.0,-0.159,0.408,-0.185,0.423,-0.086,0.368,-0.151,17,-0.051,0.11699999999999999,0.315,0.046,23,-0.055999999999999994,0.022000000000000002,0.033,0.13,0.040999999999999995,-0.039,24,6.8,-0.039,0.146,54,653,3,0,Regular Season
2016,2,DEN,2,Sun,18-Sep,4:25PM,1,Denver Broncos,Indianapolis Colts,34,400,1,1,20,253,2,-1,14,327,1,9-7,4.0,6,0,-3.9,7.9,-0.1,2,0,23,AFC West,1643,5,0.0,0.0,0.78,0.51,0.4,0.11,1,0,0,11.4,4.6,0.07200000000000001,0.5429999999999999,0.191,0.615,-0.079,0.452,0.142,19,0.037000000000000005,0.036000000000000004,-0.146,-0.040999999999999995,15,0.028999999999999998,-0.005,-0.12,-0.172,-0.023,0.036000000000000004,8,8.4,0.03,0.11199999999999999,54,653,3,0,Regular Season
2016,8,IND,8,Sun,30-Oct,1:02PM,0,Indianapolis Colts,Kansas City Chiefs,14,277,2,-2,30,422,0,2,-16,328,0,8-8,0.7,9,0,3.1,-3.0,0.6,26,0,15,AFC South,1474,21,0.0,-17.1,0.23,0.18,0.01,0.003,3,4,0,7.2,8.8,-0.201,0.415,-0.16399999999999998,0.392,-0.335,0.5,-0.153,27,-0.154,-0.006,0.196,0.049,23,-0.055999999999999994,0.022000000000000002,0.033,0.13,0.040999999999999995,-0.039,24,6.8,-0.039,0.146,44,699,2,0,Regular Season
2016,8,KC,8,Sun,30-Oct,1:02PM,0,Kansas City Chiefs,Indianapolis Colts,30,422,0,2,14,277,2,-2,16,328,1,12-5,3.5,9,0,0.5,2.2,0.8,9,0,4,AFC West,1624,7,0.0,0.0,0.78,0.43,0.32,0.09,4,2,0,10.5,5.5,0.147,0.397,0.32299999999999995,0.43799999999999994,-0.192,0.32,0.055,12,0.057999999999999996,-0.035,-0.057,0.032,5,0.135,0.16699999999999998,0.031,-0.026000000000000002,0.078,0.128,5,9.7,-0.012,0.14800000000000002,44,699,2,0,Regular Season
2016,16,IND,16,Sat,24-Dec,4:05PM,1,Indianapolis Colts,Oakland Raiders,25,390,3,-3,33,463,0,3,-8,329,0,8-8,0.7,18,0,3.1,-3.0,0.6,26,0,15,AFC South,1526,49,0.0,0.0,0.03,0.02,0.003,0.003,7,7,0,8.2,7.8,0.067,0.574,0.273,0.618,-0.28300000000000003,0.5,-0.049,24,0.031,0.031,0.13,0.05,23,-0.055999999999999994,0.022000000000000002,0.033,0.13,0.040999999999999995,-0.039,24,6.8,-0.039,0.146,58,853,3,0,Regular Season
2016,16,LV,16,Sat,24-Dec,4:05PM,1,Oakland Raiders,Indianapolis Colts,33,463,0,3,25,390,3,-3,8,329,1,12-5,-0.1,18,0,0.2,-0.9,0.6,1,0,16,AFC West,1585,11,0.0,0.0,0.003,0.57,0.56,0.07,11,3,0,12.1,3.9,0.213,0.479,0.34700000000000003,0.526,0.068,0.429,0.106,7,0.08900000000000001,0.14800000000000002,0.052000000000000005,0.01,10,0.076,0.046,0.128,0.055999999999999994,0.003,0.057,15,8.7,0.011000000000000001,0.091,58,853,3,0,Regular Season
2016,4,IND,4,Sun,2-Oct,9:35AM,1,Indianapolis Colts,Jacksonville Jaguars,27,284,1,-1,30,331,0,1,-3,330,0,8-8,0.7,26,0,3.1,-3.0,0.6,26,0,15,AFC South,1469,13,0.0,-19.5,0.31,0.26,0.03,0.003,1,2,0,7.3,8.7,0.07,0.46799999999999997,0.07400000000000001,0.436,0.061,0.545,-0.147,25,-0.084,-0.024,0.17300000000000001,0.05,23,-0.055999999999999994,0.022000000000000002,0.033,0.13,0.040999999999999995,-0.039,24,6.8,-0.039,0.146,57,615,1,0,Regular Season
2016,4,JAX,4,Sun,2-Oct,9:35AM,1,Jacksonville Jaguars,Indianapolis Colts,30,331,0,1,27,284,1,-1,3,330,1,3-13,-3.1,26,0,-3.1,0.3,-0.3,11,0,27,AFC South,1350,-8,0.0,-118.3,0.04,0.03,0.003,0.003,0,3,0,4.0,4.0,0.107,0.43700000000000006,0.18600000000000003,0.5,-0.038,0.32,-0.069,28,-0.077,-0.135,-0.063,0.003,27,-0.11699999999999999,-0.098,-0.115,-0.021,-0.023,-0.098,27,5.2,-0.016,0.065,57,615,1,0,Regular Season
2016,13,NYG,13,Sun,4-Dec,4:25PM,1,New York Giants,Pittsburgh Steelers,14,234,2,0,24,389,2,0,-10,331,0,11-6,-0.3,7,0,-4.8,4.5,-0.1,22,0,20,NFC East,1533,12,0.0,0.0,0.73,0.1,0.09,0.02,8,3,0,10.2,5.8,-0.242,0.475,-0.342,0.457,0.115,0.5379999999999999,0.046,14,0.05,-0.027999999999999997,-0.096,-0.022000000000000002,8,0.094,0.134,-0.057,-0.139,0.012,0.053,20,9.8,0.032,0.024,38,623,4,0,Regular Season
2016,13,PIT,13,Sun,4-Dec,4:25PM,1,Pittsburgh Steelers,New York Giants,24,389,2,0,14,234,2,0,10,331,1,13-6-0,3.8,7,0,3.8,0.0,0.0,17,0,6,AFC North,1570,33,0.0,0.0,0.67,0.65,0.03,0.03,6,5,0,9.2,6.8,-0.006999999999999999,0.38,0.267,0.475,-0.36,0.258,0.154,6,0.14300000000000002,0.099,-0.059000000000000004,-0.004,4,0.156,0.20199999999999999,0.127,-0.03,-0.001,0.163,7,10.0,0.005,0.24100000000000002,38,623,4,0,Regular Season
2016,16,NYG,16,Thu,22-Dec,8:25PM,1,New York Giants,Philadelphia Eagles,19,470,3,-2,24,286,1,2,-5,332,0,11-6,-0.3,17,0,-4.8,4.5,-0.1,22,0,20,NFC East,1556,23,0.0,0.0,0.003,0.03,0.03,0.02,10,4,0,11.0,11.0,-0.047,0.42700000000000005,-0.053,0.46,-0.033,0.34600000000000003,0.077,11,0.10800000000000001,-0.061,-0.139,0.0,8,0.094,0.134,-0.057,-0.139,0.012,0.053,20,9.8,0.032,0.024,43,756,4,0,Regular Season
2016,16,PHI,16,Thu,22-Dec,8:25PM,1,Philadelphia Eagles,New York Giants,24,286,1,2,19,470,3,-2,5,332,1,7-9,0.0,17,0,-2.2,1.6,0.6,6,0,19,NFC East,1457,-4,0.0,0.0,0.003,0.003,0.003,0.003,5,9,0,5.8,10.2,-0.026000000000000002,0.389,0.221,0.5,-0.292,0.26899999999999996,0.131,5,0.063,-0.059000000000000004,-0.106,0.084,6,0.133,0.077,-0.052000000000000005,-0.11,0.075,0.10099999999999999,23,9.7,0.064,0.152,43,756,4,0,Regular Season
2016,3,NYG,3,Sun,25-Sep,1:02PM,0,New York Giants,Washington Redskins,27,457,3,-2,29,403,1,2,-2,333,0,11-6,-0.3,13,0,-4.8,4.5,-0.1,22,0,20,NFC East,1487,10,0.0,-2.9,0.48,0.35,0.13,0.02,2,0,0,8.8,7.2,0.033,0.478,0.07200000000000001,0.523,-0.042,0.391,-0.047,20,-0.033,0.03,0.006999999999999999,-0.07,8,0.094,0.134,-0.057,-0.139,0.012,0.053,20,9.8,0.032,0.024,56,860,4,0,Regular Season
2016,3,WAS,3,Sun,25-Sep,1:02PM,0,Washington Redskins,New York Giants,29,403,1,2,27,457,3,-2,2,333,1,8-7,1.0,13,0,3.9,-2.8,-0.1,23,0,21,NFC East,1447,-21,0.0,-76.9,0.1,0.06,0.01,0.003,0,2,0,5.5,10.5,0.146,0.435,0.366,0.512,-0.17600000000000002,0.321,-0.09699999999999999,24,-0.092,-0.049,0.10800000000000001,0.06,9,0.08900000000000001,0.109,0.155,0.07,0.004,0.045,16,9.6,0.048,0.10400000000000001,56,860,4,0,Regular Season
2016,4,NYG,4,Mon,3-Oct,8:35PM,1,New York Giants,Minnesota Vikings,10,339,2,-2,24,366,0,2,-14,334,0,11-6,-0.3,11,0,-4.8,4.5,-0.1,22,0,20,NFC East,1472,-15,0.0,-22.8,0.29,0.16,0.06,0.003,2,1,0,7.8,8.2,-0.217,0.364,-0.26,0.37,-0.11699999999999999,0.35,-0.07200000000000001,18,-0.049,0.006999999999999999,0.028999999999999998,-0.05,8,0.094,0.134,-0.057,-0.139,0.012,0.053,20,9.8,0.032,0.024,34,705,2,0,Regular Season
2016,4,MIN,4,Mon,3-Oct,8:35PM,1,Minnesota Vikings,New York Giants,24,366,0,2,10,339,2,-2,14,334,1,8-8,1.7,11,0,-2.4,3.7,0.4,24,0,12,NFC North,1627,36,0.0,0.0,0.89,0.65,0.55,0.11,3,0,0,12.0,12.0,0.047,0.389,0.259,0.475,-0.217,0.281,0.293,4,0.133,0.018000000000000002,-0.243,0.032,18,0.012,-0.065,-0.09699999999999999,-0.094,0.015,0.039,11,8.9,0.001,0.158,34,705,2,0,Regular Season
2016,WildCard,NYG,18,Sun,8-Jan,4:40PM,1,New York Giants,Green Bay Packers,13,365,2,-2,38,406,0,2,-25,335,0,11-6,-0.3,3,0,-4.8,4.5,-0.1,22,0,20,NFC East,1564,28,0.0,0.0,0.34,0.12,0.05,0.02,11,5,0,10.4,5.6,-0.126,0.381,-0.09300000000000001,0.426,-0.225,0.25,-0.07200000000000001,18,-0.049,0.006999999999999999,0.028999999999999998,-0.05,8,0.094,0.134,-0.057,-0.139,0.012,0.053,20,9.8,0.032,0.024,51,771,2,1,WildCard
2016,WildCard,GB,18,Sun,8-Jan,4:40PM,1,Green Bay Packers,New York Giants,38,406,0,2,13,365,2,-2,25,335,1,12-7,4.4,3,0,7.2,-2.8,0.0,15,0,5,NFC North,1614,21,0.0,0.0,0.66,0.27,0.12,0.05,10,6,0,9.5,6.5,0.141,0.429,0.35600000000000004,0.5,-0.27,0.292,0.293,4,0.133,0.018000000000000002,-0.243,0.032,7,0.11,0.14400000000000002,0.166,0.038,-0.019,0.10300000000000001,10,9.6,0.009000000000000001,0.135,51,771,2,1,WildCard
2016,5,NYG,5,Sun,9-Oct,8:30PM,1,New York Giants,Green Bay Packers,16,221,1,1,23,406,2,-1,-7,336,0,11-6,-0.3,3,0,-4.8,4.5,-0.1,22,0,20,NFC East,1461,-11,0.0,-36.2,0.21,0.11,0.03,0.003,2,2,0,7.3,8.7,-0.20600000000000002,0.345,-0.226,0.341,-0.145,0.35700000000000004,-0.018000000000000002,20,-0.021,-0.017,-0.015,-0.016,8,0.094,0.134,-0.057,-0.139,0.012,0.053,20,9.8,0.032,0.024,39,627,3,0,Regular Season
2016,5,GB,5,Sun,9-Oct,8:30PM,1,Green Bay Packers,New York Giants,23,406,2,-1,16,221,1,1,7,336,1,12-7,4.4,3,0,7.2,-2.8,0.0,15,0,5,NFC North,1593,0,0.0,0.0,0.68,0.25,0.19,0.06,2,1,0,10.3,5.7,-0.005,0.395,-0.008,0.38799999999999996,0.0,0.40700000000000003,0.19,6,0.14300000000000002,0.098,-0.099,-0.006999999999999999,7,0.11,0.14400000000000002,0.166,0.038,-0.019,0.10300000000000001,10,9.6,0.009000000000000001,0.135,39,627,3,0,Regular Season
2016,14,BUF,14,Sun,11-Dec,1:00PM,0,Buffalo Bills,Pittsburgh Steelers,20,275,1,2,27,460,3,-2,-7,337,0,7-9,-0.8,7,0,-0.1,-0.8,0.1,29,0,13,AFC East,1543,-21,0.0,0.0,0.1,0.003,0.003,0.003,6,6,0,8.7,7.3,-0.005,0.34600000000000003,0.055,0.389,-0.138,0.25,0.031,16,0.037000000000000005,0.091,0.051,-0.008,19,-0.006999999999999999,-0.027000000000000003,0.105,0.094,-0.019,0.021,13,7.2,-0.044000000000000004,0.17300000000000001,47,735,4,0,Regular Season
2016,14,PIT,14,Sun,11-Dec,1:00PM,0,Pittsburgh Steelers,Buffalo Bills,27,460,3,-2,20,275,1,2,7,337,1,13-6-0,3.8,7,0,3.8,0.0,0.0,17,0,6,AFC North,1586,16,0.0,0.0,0.67,0.64,0.01,0.03,7,5,0,9.6,6.4,0.07,0.528,-0.196,0.484,0.271,0.561,0.14400000000000002,7,0.152,0.09300000000000001,-0.047,0.004,4,0.156,0.20199999999999999,0.127,-0.03,-0.001,0.163,7,10.0,0.005,0.24100000000000002,47,735,4,0,Regular Season
2016,8,BUF,8,Sun,30-Oct,1:02PM,0,Buffalo Bills,New England Patriots,25,376,0,0,41,357,0,0,-16,338,0,7-9,-0.8,1,0,-0.1,-0.8,0.1,29,0,13,AFC East,1579,-19,0.0,0.0,0.5,0.17,0.11,0.04,4,3,0,9.4,6.6,0.105,0.40299999999999997,-0.051,0.358,0.451,0.5,0.08900000000000001,9,0.08800000000000001,0.09300000000000001,0.015,0.012,19,-0.006999999999999999,-0.027000000000000003,0.105,0.094,-0.019,0.021,13,7.2,-0.044000000000000004,0.17300000000000001,66,733,0,0,Regular Season
2016,8,NE,8,Sun,30-Oct,1:02PM,0,New England Patriots,Buffalo Bills,41,357,0,0,25,376,0,0,16,338,1,17-2-0,10.0,1,0,7.9,1.6,0.5,32,0,1,AFC East,1656,27,0.0,0.0,0.94,0.79,0.73,0.17,6,1,0,12.1,3.9,0.325,0.44799999999999995,0.5670000000000001,0.511,-0.171,0.318,0.196,6,0.20199999999999999,0.192,0.021,0.024,1,0.251,0.325,0.212,-0.016,0.023,0.305,6,11.9,-0.085,0.127,66,733,0,0,Regular Season
2016,17,BUF,17,Sun,1-Jan,1:00PM,1,Buffalo Bills,New York Jets,10,230,3,-3,30,329,0,3,-20,339,0,7-9,-0.8,30,0,-0.1,-0.8,0.1,29,0,13,AFC East,1510,-17,0.0,0.0,0.003,0.003,0.003,0.003,7,8,0,7.6,8.4,-0.408,0.355,-0.397,0.41700000000000004,-0.423,0.26899999999999996,-0.006999999999999999,15,-0.027000000000000003,0.105,0.094,-0.019,19,-0.006999999999999999,-0.027000000000000003,0.105,0.094,-0.019,0.021,13,7.2,-0.044000000000000004,0.17300000000000001,40,559,3,0,Regular Season
2016,17,NYJ,17,Sun,1-Jan,1:00PM,1,New York Jets,Buffalo Bills,30,329,0,3,10,230,3,-3,20,339,1,5-11,-6.4,30,0,-4.1,-1.6,-0.7,14,0,30,AFC East,1389,-6,0.0,-156.7,0.003,0.003,0.003,0.003,4,11,0,4.4,11.6,-0.115,0.361,0.17300000000000001,0.452,-0.413,0.267,-0.345,31,-0.37200000000000005,-0.223,0.054000000000000006,-0.068,32,-0.345,-0.37200000000000005,-0.223,0.054000000000000006,-0.068,-0.363,9,4.4,0.005,0.174,40,559,3,0,Regular Season
2016,2,BUF,2,Thu,15-Sep,8:26PM,0,Buffalo Bills,New York Jets,31,393,1,0,37,493,1,0,-6,340,0,7-9,-0.8,30,0,-0.1,-0.8,0.1,29,0,13,AFC East,1501,-18,0.0,-13.3,0.23,0.14,0.04,0.01,0,1,0,7.3,8.7,0.131,0.431,0.39,0.441,-0.386,0.41200000000000003,-0.16,27,-0.051,-0.07200000000000001,0.13699999999999998,0.048,19,-0.006999999999999999,-0.027000000000000003,0.105,0.094,-0.019,0.021,13,7.2,-0.044000000000000004,0.17300000000000001,68,886,2,0,Regular Season
2016,2,NYJ,2,Thu,15-Sep,8:26PM,0,New York Jets,Buffalo Bills,37,493,1,0,31,393,1,0,6,340,1,5-11,-6.4,30,0,-4.1,-1.6,-0.7,14,0,30,AFC East,1515,-7,0.0,-10.3,0.23,0.14,0.04,0.01,0,1,0,7.2,8.8,0.282,0.507,0.522,0.6,-0.009000000000000001,0.39399999999999996,-0.026000000000000002,25,-0.023,0.168,0.14800000000000002,-0.046,32,-0.345,-0.37200000000000005,-0.223,0.054000000000000006,-0.068,-0.363,9,4.4,0.005,0.174,68,886,2,0,Regular Season
2016,1,BUF,1,Sun,11-Sep,1:04PM,1,Buffalo Bills,Baltimore Ravens,7,160,0,1,13,308,1,-1,-6,341,0,7-9,-0.8,20,0,-0.1,-0.8,0.1,29,0,13,AFC East,1519,0,0.0,4.5,0.36,0.22,0.1,0.02,0,0,0,8.1,7.9,-0.165,0.34700000000000003,-0.068,0.321,-0.294,0.381,-0.307,11,-0.006999999999999999,-0.4,-0.09,0.004,19,-0.006999999999999999,-0.027000000000000003,0.105,0.094,-0.019,0.021,13,7.2,-0.044000000000000004,0.17300000000000001,20,468,1,0,Regular Season
2016,1,BAL,1,Sun,11-Sep,1:04PM,1,Baltimore Ravens,Buffalo Bills,13,308,1,-1,7,160,0,1,6,341,1,8-8,-0.4,20,0,-3.5,2.1,1.0,28,0,9,AFC North,1475,0,0.0,-14.1,0.28,0.15,0.07,0.01,0,0,0,7.6,8.4,-0.079,0.4,0.149,0.462,-0.42200000000000004,0.308,0.198,19,0.084,-0.18899999999999997,-0.41,-0.022000000000000002,12,0.07200000000000001,0.11599999999999999,-0.07200000000000001,-0.095,0.049,0.061,18,9.1,0.008,0.147,20,468,1,0,Regular Season
2016,7,MIA,7,Sun,23-Oct,1:02PM,1,Miami Dolphins,Buffalo Bills,28,454,0,0,25,267,0,0,3,342,1,10-7,-2.9,25,0,-1.4,-1.1,-0.3,18,0,26,AFC East,1430,45,0.0,-54.8,0.05,0.02,0.003,0.003,2,4,0,5.9,10.1,0.152,0.408,0.139,0.387,0.162,0.425,0.017,20,0.005,-0.005,-0.022000000000000002,-0.001,20,-0.013999999999999999,-0.027000000000000003,0.015,0.038,0.008,0.013999999999999999,29,8.6,-0.040999999999999995,0.20199999999999999,53,721,0,0,Regular Season
2016,7,BUF,7,Sun,23-Oct,1:02PM,1,Buffalo Bills,Miami Dolphins,25,267,0,0,28,454,0,0,-3,342,0,7-9,-0.8,25,0,-0.1,-0.8,0.1,29,0,13,AFC East,1598,12,0.0,0.0,0.72,0.39,0.25,0.06,4,2,0,10.3,5.7,0.055,0.375,0.083,0.425,-0.013999999999999999,0.25,0.141,3,0.129,0.102,-0.002,0.036000000000000004,19,-0.006999999999999999,-0.027000000000000003,0.105,0.094,-0.019,0.021,13,7.2,-0.044000000000000004,0.17300000000000001,53,721,0,0,Regular Season
2016,16,MIA,16,Sat,24-Dec,1:00PM,0,Miami Dolphins,Buffalo Bills,34,494,1,-1,31,589,0,1,3,343,1,10-7,-2.9,25,0,-1.4,-1.1,-0.3,18,0,26,AFC East,1529,30,0.0,-7.7,0.55,0.003,0.003,0.003,9,5,0,9.7,6.3,0.267,0.46299999999999997,0.25,0.414,0.28,0.5,0.022000000000000002,19,0.059000000000000004,0.004,-0.006999999999999999,0.012,20,-0.013999999999999999,-0.027000000000000003,0.015,0.038,0.008,0.013999999999999999,29,8.6,-0.040999999999999995,0.20199999999999999,65,1083,1,0,Regular Season
2016,16,BUF,16,Sat,24-Dec,1:00PM,0,Buffalo Bills,Miami Dolphins,31,589,0,1,34,494,1,-1,-3,343,0,7-9,-0.8,25,0,-0.1,-0.8,0.1,29,0,13,AFC East,1527,6,0.0,0.0,0.01,0.003,0.003,0.003,7,7,0,8.2,7.8,0.179,0.522,0.425,0.489,-0.067,0.556,0.043,15,0.034,0.141,0.073,-0.024,19,-0.006999999999999999,-0.027000000000000003,0.105,0.094,-0.019,0.021,13,7.2,-0.044000000000000004,0.17300000000000001,65,1083,1,0,Regular Season
2016,9,SEA,9,Mon,7-Nov,8:30PM,1,Seattle Seahawks,Buffalo Bills,31,278,0,1,25,425,1,-1,6,344,1,11-6,4.1,5,0,1.7,2.5,-0.2,25,0,7,NFC West,1623,-27,0.0,0.0,0.81,0.75,0.34,0.1,4,2,1,10.2,5.8,0.22699999999999998,0.522,0.414,0.618,-0.303,0.25,0.20600000000000002,6,0.198,0.016,-0.177,0.013000000000000001,11,0.075,0.036000000000000004,-0.025,-0.10099999999999999,-0.001,0.105,1,9.0,-0.04,0.17600000000000002,56,703,1,0,Regular Season
2016,9,BUF,9,Mon,7-Nov,8:30PM,1,Buffalo Bills,Seattle Seahawks,25,425,1,-1,31,278,0,1,-6,344,0,7-9,-0.8,5,0,-0.1,-0.8,0.1,29,0,13,AFC East,1552,-27,0.0,0.0,0.31,0.01,0.003,0.01,4,4,0,8.7,7.3,0.126,0.512,0.18100000000000002,0.551,0.049,0.457,0.055999999999999994,9,0.063,0.132,0.063,-0.013000000000000001,19,-0.006999999999999999,-0.027000000000000003,0.105,0.094,-0.019,0.021,13,7.2,-0.044000000000000004,0.17300000000000001,56,703,1,0,Regular Season
