,Year,Week_x,Abbr_RDBMS_Winner,Week2,Day,Date,Time,Home_Team,FINAL_TEAM_NAME,Opponent,TEAM_POINTS,TEAM_YARDS,TEAM_TURNOVERS,TEAM_TURNOVER_DIFFERENTIAL,OPPONENTS_POINTS,OPPONENTS_YARDS,OPPONENTS_TURNOVERS,OPPONENTS_TURNOVER_DIFFERENTIAL,TEAM_POINT_MARGIN,GAMEID,BINARY_WIN,W-L-T,Power Index FPI,Power Index RK,Power Index TREND,Power Index OFF,Power Index DEF,Power Index ST,Ranks SOS,Ranks REM SOS,Ranks AVGWP,DIVISION_538_Winner,ELO WITH QB_538_Winner,ELO CHANGE_538_Winner,CURRENT QB ADJ_538_Winner,Points_Diff_538_Winner,Playoffs_Prob_538_Winner,Division_Prob_538_Winner,Bye_Prob_538_Winner,SB_Prob_538_Winner,REAL_WINS2_538_Winner,REAL_LOSSES2_538_Winner,REAL_TIES_538_Winner,PROJ_WINS4_538_Winner,PROJ_LOSS4_538_Winner,EPA/play_RDBMS_Winner,OVR_SUCCESS_RATE_RDBMS_Winner,Dropback EPA_RDBMS_Winner,DROPBACK_SR_RDBMS_Winner,Rush EPA_RDBMS_Winner,RUN_SR_RDBMS_Winner,TOTAL DVOA_FO_WEEKLY_Winner,LAST WEEK_FO_WEEKLY_Winner,DAVE_WEI_DVOA_FO_WEEKLY_Winner,OFFENSE DVOA_FO_WEEKLY_Winner,DEFENSE DVOA_FO_WEEKLY_Winner,S.T. DVOA_FO_WEEKLY_Winner,RK_FO_ANNUAL_Winner,TOTAL DVOA_FO_ANNUAL_Winner,DAVE_WEI_DVOA_FO_ANNUAL_Winner,OFFENSE DVOA_FO_ANNUAL_Winner,DEFENSE DVOA_FO_ANNUAL_Winner,S.T. DVOA_FO_ANNUAL_Winner,non-adj VOA_FO_ANNUAL_Winner,Last Year_FO_ANNUAL_Winner,ESTIM. WINS_FO_ANNUAL_Winner,SCHEDULE RANK_FO_ANNUAL_Winner,VAR._FO_ANNUAL_Winner,TOTAL_GAME_POINTS,TOTAL_GAME_YARDS,TOTAL_GAME_TURNOVERS,PLAYOFFS_BINARY,GAME_TYPE
340,2015.0,5,ARI,5.0,Sun,11-Oct,4:05PM,0,Arizona Cardinals,Detroit Lions,42.0,345.0,0.0,6.0,17.0,435.0,6.0,-6.0,25.0,171.0,1,14-4-0,8.3,2.0,0,6.0,2.6,-0.4,17.0,0,3.0,NFC West,1585.0,-19.0,0.0,0.0,0.55,0.36,0.15,0.04,3.0,1.0,0.0,9.5,6.5,0.327,0.476,0.331,0.5,0.32299999999999995,0.455,0.515,2.0,0.36200000000000004,0.252,-0.222,0.040999999999999995,2.0,0.302,0.217,0.162,-0.181,-0.04,0.31,20.0,12.0,0.016,0.229,59.0,780.0,6.0,0.0,Regular Season
341,2015.0,5,DET,5.0,Sun,11-Oct,4:05PM,0,Detroit Lions,Arizona Cardinals,17.0,435.0,6.0,-6.0,42.0,345.0,0.0,6.0,-25.0,171.0,0,7-9-0,-2.0,2.0,0,0.9,-2.4,-0.5,15.0,0,13.0,NFC North,1474.0,-5.0,0.0,-35.8,0.1,0.03,0.003,0.003,0.0,4.0,0.0,5.8,10.2,-0.217,0.442,-0.146,0.474,-0.498,0.316,-0.26899999999999996,22.0,-0.187,-0.14800000000000002,0.12,-0.002,12.0,0.05,0.149,0.017,-0.023,0.01,-0.011,11.0,7.9,0.034,0.168,59.0,780.0,6.0,0.0,Regular Season
342,2015.0,8,DET,8.0,Sun,1-Nov,9:36AM,1,Detroit Lions,Kansas City Chiefs,10.0,276.0,2.0,-2.0,45.0,340.0,0.0,2.0,-35.0,172.0,0,7-9-0,-2.0,6.0,0,0.9,-2.4,-0.5,15.0,0,13.0,NFC North,1432.0,-23.0,0.0,-96.3,0.003,0.003,0.003,0.003,1.0,6.0,0.0,4.5,11.5,-0.2,0.333,-0.293,0.362,0.134,0.231,-0.314,29.0,-0.318,-0.149,0.14800000000000002,-0.017,12.0,0.05,0.149,0.017,-0.023,0.01,-0.011,11.0,7.9,0.034,0.168,55.0,616.0,2.0,0.0,Regular Season
343,2015.0,8,KC,8.0,Sun,1-Nov,9:36AM,1,Kansas City Chiefs,Detroit Lions,45.0,340.0,0.0,2.0,10.0,276.0,2.0,-2.0,35.0,172.0,1,12-6-0,6.8,6.0,0,2.4,3.3,1.0,9.0,0,5.0,AFC West,1514.0,29.0,0.0,-3.1,0.17,0.02,0.003,0.003,2.0,5.0,0.0,7,7,0.262,0.453,0.397,0.514,0.077,0.37,0.13,15.0,0.13699999999999998,0.085,0.008,0.052000000000000005,5.0,0.255,0.327,0.131,-0.104,0.02,0.24,10.0,11.4,0.019,0.181,55.0,616.0,2.0,0.0,Regular Season
344,2015.0,14,DET,14.0,Sun,13-Dec,1:02PM,1,Detroit Lions,St. Louis Rams,14.0,331.0,1.0,1.0,21.0,317.0,2.0,-1.0,-7.0,173.0,0,7-9-0,-2.0,26.0,0,0.9,-2.4,-0.5,15.0,0,13.0,NFC North,1462.0,-12.0,0.0,-61.4,0.003,0.003,0.003,0.003,4.0,8.0,0.0,6,6,-0.133,0.429,-0.259,0.404,0.23,0.5,-0.036000000000000004,16.0,0.016,-0.042,0.012,0.018000000000000002,12.0,0.05,0.149,0.017,-0.023,0.01,-0.011,11.0,7.9,0.034,0.168,35.0,648.0,3.0,0.0,Regular Season
345,2015.0,14,LA,14.0,Sun,13-Dec,1:02PM,1,St. Louis Rams,Detroit Lions,21.0,317.0,2.0,-1.0,14.0,331.0,1.0,1.0,7.0,173.0,1,7-9-0,-3.8,26.0,0,-7.2,3.5,-0.1,7.0,0,16.0,NFC West,1405.0,-16.0,0.0,-84.7,0.003,0.003,0.003,0.003,4.0,8.0,0.0,5.5,10.5,-0.02,0.389,-0.188,0.34600000000000003,0.135,0.429,-0.08,22.0,-0.10800000000000001,-0.205,-0.10800000000000001,0.017,14.0,0.009000000000000001,-0.022,-0.155,-0.14,0.024,-0.05,17.0,8.3,0.064,0.146,35.0,648.0,3.0,0.0,Regular Season
346,2015.0,1,DET,1.0,Sun,13-Sep,4:05PM,1,Detroit Lions,San Diego Chargers,28.0,302.0,2.0,1.0,33.0,483.0,3.0,-1.0,-5.0,174.0,0,7-9-0,-2.0,23.0,0,0.9,-2.4,-0.5,15.0,0,13.0,NFC North,1538.0,0.0,0.0,16.6,0.43,0.28,0.13,0.03,0.0,0.0,0.0,8.5,7.5,0.002,0.447,-0.040999999999999995,0.452,0.085,0.438,-0.124,25.0,0.021,-0.066,0.109,0.051,12.0,0.05,0.149,0.017,-0.023,0.01,-0.011,11.0,7.9,0.034,0.168,61.0,785.0,5.0,0.0,Regular Season
347,2015.0,1,LAC,1.0,Sun,13-Sep,4:05PM,1,San Diego Chargers,Detroit Lions,33.0,483.0,3.0,-1.0,28.0,302.0,2.0,1.0,5.0,174.0,1,4-12-0,-2.6,23.0,0,0.9,-3.1,-0.4,13.0,0,24.0,AFC West,1523.0,0.0,0.0,16.0,0.41,0.25,0.11,0.02,0.0,0.0,0.0,8.4,7.6,0.077,0.507,0.289,0.605,-0.22699999999999998,0.3670000000000001,0.23399999999999999,2.0,0.07200000000000001,0.17600000000000002,-0.161,-0.10300000000000001,28.0,-0.16899999999999998,-0.179,-0.004,0.112,-0.053,-0.183,19.0,5.7,0.049,0.084,61.0,785.0,5.0,0.0,Regular Season
348,2015.0,4,MIN,4.0,Sun,4-Oct,4:25PM,1,Minnesota Vikings,Denver Broncos,20.0,325.0,1.0,1.0,23.0,344.0,2.0,-1.0,-3.0,175.0,0,11-6-0,2.8,7.0,0,0.8,1.8,0.2,11.0,0,7.0,NFC North,1511.0,27.0,0.0,-1.6,0.34,0.15,0.07,0.01,2.0,1.0,0.0,8.2,7.800000000000001,0.028999999999999998,0.384,0.040999999999999995,0.431,0.002,0.273,-0.086,16.0,-0.027000000000000003,-0.03,0.05,-0.006,11.0,0.058,0.135,0.005,-0.014,0.039,0.061,25.0,9.5,0.038,0.163,43.0,669.0,3.0,0.0,Regular Season
349,2015.0,4,DEN,4.0,Sun,4-Oct,4:25PM,1,Denver Broncos,Minnesota Vikings,23.0,344.0,2.0,-1.0,20.0,325.0,1.0,1.0,3.0,175.0,1,15-4-0,5.9,7.0,0,-2.9,8.3,0.5,3.0,0,8.0,AFC West,1652.0,20.0,0.0,0.0,0.86,0.75,0.52,0.12,3.0,0.0,0.0,11.8,4.199999999999999,-0.004,0.4,-0.034,0.438,0.038,0.348,0.16899999999999998,7.0,0.159,-0.23800000000000002,-0.332,0.075,8.0,0.174,0.17600000000000002,-0.085,-0.252,0.006999999999999999,0.173,2.0,10.6,0.035,0.114,43.0,669.0,3.0,0.0,Regular Season
350,2015.0,1,MIN,1.0,Mon,14-Sep,10:20PM,1,Minnesota Vikings,San Francisco 49ers,3.0,248.0,1.0,-0.0,20.0,395.0,1.0,-0.0,-17.0,176.0,0,11-6-0,2.8,32.0,0,0.8,1.8,0.2,11.0,0,7.0,NFC North,1479.0,0.0,0.0,-30.5,0.25,0.15,0.05,0.01,0.0,0.0,0.0,7.1,8.9,-0.316,0.345,-0.42100000000000004,0.366,-0.006999999999999999,0.28600000000000003,-0.67,9.0,-0.027999999999999997,-0.22899999999999998,0.37200000000000005,-0.068,11.0,0.058,0.135,0.005,-0.014,0.039,0.061,25.0,9.5,0.038,0.163,23.0,643.0,2.0,0.0,Regular Season
351,2015.0,1,SF,1.0,Mon,14-Sep,10:20PM,1,San Francisco 49ers,Minnesota Vikings,20.0,395.0,1.0,-0.0,3.0,248.0,1.0,-0.0,17.0,176.0,1,5-11-0,-8.3,32.0,0,-5.4,-3.1,0.2,4.0,0,32.0,NFC West,1529.0,0.0,0.0,0.4,0.34,0.15,0.09,0.03,0.0,0.0,0.0,8.0,8.0,0.16899999999999998,0.544,0.204,0.5,0.138,0.583,0.536,19.0,0.019,0.409,-0.25,-0.12300000000000001,32.0,-0.28300000000000003,-0.238,-0.139,0.108,-0.036000000000000004,-0.326,12.0,3.9,0.095,0.142,23.0,643.0,2.0,0.0,Regular Season
352,2015.0,WildCard,SEA,18.0,Sun,10-Jan,1:05PM,0,Seattle Seahawks,Minnesota Vikings,10.0,226.0,1.0,-0.0,9.0,183.0,1.0,-0.0,1.0,177.0,1,11-7-0,8.8,1.0,0,6.0,3.0,-0.3,6.0,0,6.0,NFC West,1712.0,50.0,0.0,0.0,0.56,0.27,0.14,0.09,10.0,6.0,0.0,9.3,6.699999999999999,-0.185,0.333,-0.106,0.375,-0.287,0.28,0.536,19.0,0.019,0.409,-0.25,-0.12300000000000001,1.0,0.386,0.512,0.197,-0.14800000000000002,0.042,0.322,1.0,12.6,0.029,0.15,19.0,409.0,2.0,1.0,WildCard
353,2015.0,WildCard,MIN,18.0,Sun,10-Jan,1:05PM,0,Minnesota Vikings,Seattle Seahawks,9.0,183.0,1.0,-0.0,10.0,226.0,1.0,-0.0,-1.0,177.0,0,11-6-0,2.8,1.0,0,0.8,1.8,0.2,11.0,0,7.0,NFC North,1604.0,30.0,0.0,0.0,0.44,0.15,0.06,0.03,11.0,5.0,0.0,10.3,5.699999999999999,-0.23800000000000002,0.368,-0.213,0.483,-0.262,0.25,-0.67,9.0,-0.027999999999999997,-0.22899999999999998,0.37200000000000005,-0.068,11.0,0.058,0.135,0.005,-0.014,0.039,0.061,25.0,9.5,0.038,0.163,19.0,409.0,2.0,1.0,WildCard
354,2015.0,13,MIN,13.0,Sun,6-Dec,1:02PM,0,Minnesota Vikings,Seattle Seahawks,7.0,125.0,1.0,-0.0,38.0,433.0,1.0,-0.0,-31.0,178.0,0,11-6-0,2.8,1.0,0,0.8,1.8,0.2,11.0,0,7.0,NFC North,1578.0,24.0,0.0,0.0,0.9,0.5,0.14,0.03,8.0,3.0,0.0,10.6,5.4,-0.434,0.192,-0.483,0.189,-0.315,0.2,-0.025,13.0,0.027000000000000003,-0.027999999999999997,0.027999999999999997,0.031,11.0,0.058,0.135,0.005,-0.014,0.039,0.061,25.0,9.5,0.038,0.163,45.0,558.0,2.0,0.0,Regular Season
355,2015.0,13,SEA,13.0,Sun,6-Dec,1:02PM,0,Seattle Seahawks,Minnesota Vikings,38.0,433.0,1.0,-0.0,7.0,125.0,1.0,-0.0,31.0,178.0,1,11-7-0,8.8,1.0,0,6.0,3.0,-0.3,6.0,0,6.0,NFC West,1641.0,15.0,0.0,0.0,0.56,0.07,0.02,0.03,6.0,5.0,0.0,9.2,6.800000000000001,0.396,0.569,0.787,0.7140000000000001,-0.061,0.4,0.31,5.0,0.37799999999999995,0.166,-0.109,0.035,1.0,0.386,0.512,0.197,-0.14800000000000002,0.042,0.322,1.0,12.6,0.029,0.15,45.0,558.0,2.0,0.0,Regular Season
356,2015.0,11,GB,11.0,Sun,22-Nov,4:25PM,0,Green Bay Packers,Minnesota Vikings,30.0,320.0,0.0,1.0,13.0,342.0,1.0,-1.0,17.0,179.0,1,11-7-0,3.6,9.0,0,2.4,1.3,-0.1,2.0,0,12.0,NFC North,1619.0,-22.0,0.0,0.0,0.85,0.51,0.25,0.06,6.0,3.0,0.0,10.4,5.6,0.09699999999999999,0.411,0.35600000000000004,0.425,-0.217,0.394,0.14300000000000002,8.0,0.098,0.131,-0.013999999999999999,-0.003,10.0,0.087,-0.026,0.027000000000000003,-0.057,0.004,0.045,3.0,9.7,0.053,0.168,43.0,662.0,1.0,0.0,Regular Season
357,2015.0,11,MIN,11.0,Sun,22-Nov,4:25PM,0,Minnesota Vikings,Green Bay Packers,13.0,342.0,1.0,-1.0,30.0,320.0,0.0,1.0,-17.0,179.0,0,11-6-0,2.8,9.0,0,0.8,1.8,0.2,11.0,0,7.0,NFC North,1586.0,24.0,0.0,0.0,0.83,0.47,0.25,0.04,7.0,2.0,0.0,10.7,5.300000000000001,-0.135,0.406,-0.037000000000000005,0.429,-0.455,0.333,-0.047,19.0,-0.028999999999999998,-0.051,0.032,0.036000000000000004,11.0,0.058,0.135,0.005,-0.014,0.039,0.061,25.0,9.5,0.038,0.163,43.0,662.0,1.0,0.0,Regular Season
358,2015.0,14,MIN,14.0,Thu,10-Dec,8:25PM,1,Minnesota Vikings,Arizona Cardinals,20.0,389.0,3.0,-3.0,23.0,393.0,0.0,3.0,-3.0,180.0,0,11-6-0,2.8,2.0,0,0.8,1.8,0.2,11.0,0,7.0,NFC North,1543.0,-35.0,0.0,0.0,0.87,0.37,0.06,0.02,8.0,4.0,0.0,9.9,6.1,0.078,0.433,0.317,0.5,-0.324,0.32,0.0,13.0,0.053,-0.009000000000000001,0.025,0.034,11.0,0.058,0.135,0.005,-0.014,0.039,0.061,25.0,9.5,0.038,0.163,43.0,782.0,3.0,0.0,Regular Season
359,2015.0,14,ARI,14.0,Thu,10-Dec,8:25PM,1,Arizona Cardinals,Minnesota Vikings,23.0,393.0,0.0,3.0,20.0,389.0,3.0,-3.0,3.0,180.0,1,14-4-0,8.3,2.0,0,6.0,2.6,-0.4,17.0,0,3.0,NFC West,1681.0,16.0,0.0,0.0,0.003,0.93,0.8,0.15,10.0,2.0,0.0,12.7,3.3000000000000007,0.179,0.508,0.361,0.564,-0.094,0.423,0.265,3.0,0.182,0.157,-0.122,-0.013999999999999999,2.0,0.302,0.217,0.162,-0.181,-0.04,0.31,20.0,12.0,0.016,0.229,43.0,782.0,3.0,0.0,Regular Season
360,2015.0,9,SF,9.0,Sun,8-Nov,4:05PM,1,San Francisco 49ers,Atlanta Falcons,17.0,318.0,2.0,-2.0,16.0,302.0,0.0,2.0,1.0,181.0,1,5-11-0,-8.3,32.0,0,-5.4,-3.1,0.2,4.0,0,32.0,NFC West,1440.0,-23.0,0.0,-123.8,0.01,0.003,0.003,0.003,2.0,6.0,0.0,5.3,10.7,0.02,0.365,0.20600000000000002,0.531,-0.172,0.194,-0.363,32.0,-0.379,-0.191,0.141,-0.032,32.0,-0.28300000000000003,-0.238,-0.139,0.108,-0.036000000000000004,-0.326,12.0,3.9,0.095,0.142,33.0,620.0,2.0,0.0,Regular Season
361,2015.0,9,ATL,9.0,Sun,8-Nov,4:05PM,1,Atlanta Falcons,San Francisco 49ers,16.0,302.0,0.0,2.0,17.0,318.0,2.0,-2.0,-1.0,181.0,0,8-8-0,-2.1,32.0,0,0.1,-2.0,-0.2,32.0,0,19.0,NFC South,1516.0,-25.0,0.0,0.0,0.63,0.15,0.12,0.01,6.0,2.0,0.0,10.2,5.800000000000001,-0.07,0.406,-0.023,0.42,-0.239,0.35700000000000004,-0.052000000000000005,17.0,-0.055999999999999994,0.008,0.044000000000000004,-0.016,22.0,-0.123,-0.184,-0.07200000000000001,0.031,-0.021,-0.055,21.0,6.4,-0.07400000000000001,0.07200000000000001,33.0,620.0,2.0,0.0,Regular Season
362,2015.0,12,ATL,12.0,Sun,29-Nov,1:02PM,0,Atlanta Falcons,Minnesota Vikings,10.0,326.0,3.0,-2.0,20.0,365.0,1.0,2.0,-10.0,182.0,0,8-8-0,-2.1,11.0,0,0.1,-2.0,-0.2,32.0,0,19.0,NFC South,1492.0,-16.0,0.0,0.0,0.48,0.02,0.01,0.003,6.0,4.0,0.0,8.8,7.199999999999999,-0.10300000000000001,0.4920000000000001,0.12300000000000001,0.6409999999999999,-0.47100000000000003,0.25,-0.10300000000000001,18.0,-0.12300000000000001,-0.042,0.04,-0.021,22.0,-0.123,-0.184,-0.07200000000000001,0.031,-0.021,-0.055,21.0,6.4,-0.07400000000000001,0.07200000000000001,30.0,691.0,4.0,0.0,Regular Season
363,2015.0,12,MIN,12.0,Sun,29-Nov,1:02PM,0,Minnesota Vikings,Atlanta Falcons,20.0,365.0,1.0,2.0,10.0,326.0,3.0,-2.0,10.0,182.0,1,11-6-0,2.8,11.0,0,0.8,1.8,0.2,11.0,0,7.0,NFC North,1554.0,-32.0,0.0,0.0,0.72,0.24,0.09,0.02,7.0,3.0,0.0,9.9,6.1,0.191,0.463,0.193,0.531,0.19,0.4,0.036000000000000004,16.0,0.057999999999999996,0.002,-0.012,0.022000000000000002,11.0,0.058,0.135,0.005,-0.014,0.039,0.061,25.0,9.5,0.038,0.163,30.0,691.0,4.0,0.0,Regular Season
364,2015.0,14,CAR,14.0,Sun,13-Dec,1:03PM,1,Carolina Panthers,Atlanta Falcons,38.0,424.0,0.0,4.0,0.0,230.0,4.0,-4.0,38.0,183.0,1,17-2-0,7.9,3.0,0,3.5,4.8,-0.4,28.0,0,1.0,NFC South,1695.0,6.0,0.0,0.0,0.003,0.003,0.003,0.21,12.0,0.0,0.0,15.1,0.9000000000000004,0.218,0.476,0.501,0.531,-0.075,0.419,0.27899999999999997,6.0,0.306,0.076,-0.235,-0.033,4.0,0.255,0.294,0.105,-0.173,-0.024,0.314,24.0,11.0,-0.078,0.141,38.0,654.0,4.0,0.0,Regular Season
365,2015.0,14,ATL,14.0,Sun,13-Dec,1:03PM,1,Atlanta Falcons,Carolina Panthers,0.0,230.0,4.0,-4.0,38.0,424.0,0.0,4.0,-38.0,183.0,0,8-8-0,-2.1,3.0,0,0.1,-2.0,-0.2,32.0,0,19.0,NFC South,1453.0,-15.0,0.0,0.0,0.09,0.003,0.003,0.003,6.0,6.0,0.0,7.7,8.3,-0.3720000000000001,0.344,-0.452,0.333,-0.131,0.375,-0.165,23.0,-0.20199999999999999,-0.071,0.07400000000000001,-0.02,22.0,-0.123,-0.184,-0.07200000000000001,0.031,-0.021,-0.055,21.0,6.4,-0.07400000000000001,0.07200000000000001,38.0,654.0,4.0,0.0,Regular Season
366,2015.0,8,ATL,8.0,Sun,1-Nov,1:02PM,0,Atlanta Falcons,Tampa Bay Buccaneers,20.0,496.0,4.0,-4.0,23.0,290.0,0.0,4.0,-3.0,184.0,0,8-8-0,-2.1,25.0,0,0.1,-2.0,-0.2,32.0,0,19.0,NFC South,1541.0,8.0,0.0,0.0,0.83,0.32,0.28,0.03,6.0,1.0,0.0,11.3,4.699999999999999,-0.03,0.532,0.23,0.627,-0.503,0.35700000000000004,-0.05,17.0,-0.054000000000000006,0.038,0.05,-0.038,22.0,-0.123,-0.184,-0.07200000000000001,0.031,-0.021,-0.055,21.0,6.4,-0.07400000000000001,0.07200000000000001,43.0,786.0,4.0,0.0,Regular Season
367,2015.0,8,TB,8.0,Sun,1-Nov,1:02PM,0,Tampa Bay Buccaneers,Atlanta Falcons,23.0,290.0,0.0,4.0,20.0,496.0,4.0,-4.0,3.0,184.0,1,6-10-0,-3.2,25.0,0,0.1,-2.8,-0.4,31.0,0,25.0,NFC South,1351.0,-5.0,0.0,-110.7,0.02,0.003,0.003,0.003,2.0,4.0,0.0,5,5,0.079,0.426,0.342,0.486,-0.23600000000000002,0.355,-0.163,27.0,-0.157,-0.095,0.063,-0.005,21.0,-0.095,-0.032,-0.015,0.033,-0.047,-0.078,29.0,6.5,-0.067,0.17,43.0,786.0,4.0,0.0,Regular Season
368,2015.0,13,ATL,13.0,Sun,6-Dec,1:03PM,1,Atlanta Falcons,Tampa Bay Buccaneers,19.0,319.0,1.0,1.0,23.0,388.0,2.0,-1.0,-4.0,185.0,0,8-8-0,-2.1,25.0,0,0.1,-2.0,-0.2,32.0,0,19.0,NFC South,1468.0,-24.0,0.0,0.0,0.24,0.003,0.003,0.003,6.0,5.0,0.0,8.2,7.800000000000001,-0.006999999999999999,0.463,-0.005,0.469,-0.012,0.444,-0.11599999999999999,23.0,-0.138,-0.044000000000000004,0.05,-0.022000000000000002,22.0,-0.123,-0.184,-0.07200000000000001,0.031,-0.021,-0.055,21.0,6.4,-0.07400000000000001,0.07200000000000001,42.0,707.0,3.0,0.0,Regular Season
369,2015.0,13,TB,13.0,Sun,6-Dec,1:03PM,1,Tampa Bay Buccaneers,Atlanta Falcons,23.0,388.0,2.0,-1.0,19.0,319.0,1.0,1.0,4.0,185.0,1,6-10-0,-3.2,25.0,0,0.1,-2.8,-0.4,31.0,0,25.0,NFC South,1422.0,-14.0,0.0,-41.7,0.12,0.003,0.003,0.003,5.0,6.0,0.0,7.2,8.8,0.136,0.507,0.295,0.485,-0.018000000000000002,0.529,-0.039,21.0,0.043,-0.02,-0.006,-0.025,21.0,-0.095,-0.032,-0.015,0.033,-0.047,-0.078,29.0,6.5,-0.067,0.17,42.0,707.0,3.0,0.0,Regular Season
370,2015.0,11,ATL,11.0,Sun,22-Nov,1:02PM,0,Atlanta Falcons,Indianapolis Colts,21.0,375.0,4.0,-1.0,24.0,276.0,3.0,1.0,-3.0,186.0,0,8-8-0,-2.1,14.0,0,0.1,-2.0,-0.2,32.0,0,19.0,NFC South,1509.0,0.0,0.0,0.0,0.61,0.05,0.04,0.01,6.0,3.0,0.0,9.6,6.4,-0.145,0.373,-0.01,0.442,-0.451,0.217,-0.055999999999999994,18.0,-0.067,-0.017,0.01,-0.027999999999999997,22.0,-0.123,-0.184,-0.07200000000000001,0.031,-0.021,-0.055,21.0,6.4,-0.07400000000000001,0.07200000000000001,45.0,651.0,7.0,0.0,Regular Season
371,2015.0,11,IND,11.0,Sun,22-Nov,1:02PM,0,Indianapolis Colts,Atlanta Falcons,24.0,276.0,3.0,1.0,21.0,375.0,4.0,-1.0,3.0,186.0,1,8-8-0,-1.4,14.0,0,-1.8,0.0,0.4,24.0,0,22.0,AFC South,1520.0,0.0,0.0,-5.0,0.57,0.54,0.003,0.003,4.0,5.0,0.0,8.1,7.9,-0.136,0.429,0.09,0.513,-0.503,0.292,-0.067,21.0,-0.057999999999999996,-0.07200000000000001,-0.008,-0.003,24.0,-0.14,-0.145,-0.159,-0.014,0.005,-0.14,14.0,5.4,-0.034,0.134,45.0,651.0,7.0,0.0,Regular Season
372,2015.0,17,ATL,17.0,Sun,3-Jan,1:02PM,0,Atlanta Falcons,New Orleans Saints,17.0,414.0,2.0,-1.0,20.0,390.0,1.0,1.0,-3.0,187.0,0,8-8-0,-2.1,27.0,0,0.1,-2.0,-0.2,32.0,0,19.0,NFC South,1497.0,34.0,0.0,0.0,0.003,0.003,0.003,0.003,8.0,7.0,0.0,8.7,7.300000000000001,0.094,0.522,0.40700000000000003,0.615,-0.342,0.393,-0.12300000000000001,24.0,-0.184,-0.07200000000000001,0.031,-0.021,22.0,-0.123,-0.184,-0.07200000000000001,0.031,-0.021,-0.055,21.0,6.4,-0.07400000000000001,0.07200000000000001,37.0,804.0,3.0,0.0,Regular Season
373,2015.0,17,NO,17.0,Sun,3-Jan,1:02PM,0,New Orleans Saints,Atlanta Falcons,20.0,390.0,1.0,1.0,17.0,414.0,2.0,-1.0,3.0,187.0,1,7-9-0,-3.9,27.0,0,4.5,-7.8,-0.5,26.0,0,15.0,NFC South,1422.0,16.0,0.0,-77.6,0.003,0.003,0.003,0.003,6.0,9.0,0.0,6.3,9.7,0.153,0.5,0.344,0.489,-0.255,0.524,-0.15,27.0,-0.12,0.098,0.217,-0.032,25.0,-0.15,-0.12,0.098,0.217,-0.032,-0.108,15.0,5.7,-0.035,0.128,37.0,804.0,3.0,0.0,Regular Season
374,2015.0,6,ATL,6.0,Thu,15-Oct,8:26PM,1,Atlanta Falcons,New Orleans Saints,21.0,413.0,3.0,-3.0,31.0,385.0,0.0,3.0,-10.0,188.0,0,8-8-0,-2.1,27.0,0,0.1,-2.0,-0.2,32.0,0,19.0,NFC South,1563.0,7.0,0.0,0.0,0.9,0.59,0.46,0.05,5.0,0.0,0.0,12,12,-0.031,0.479,0.13699999999999998,0.481,-0.44799999999999995,0.476,-0.016,13.0,-0.009000000000000001,0.08800000000000001,0.059000000000000004,-0.045,22.0,-0.123,-0.184,-0.07200000000000001,0.031,-0.021,-0.055,21.0,6.4,-0.07400000000000001,0.07200000000000001,52.0,798.0,3.0,0.0,Regular Season
375,2015.0,6,NO,6.0,Thu,15-Oct,8:26PM,1,New Orleans Saints,Atlanta Falcons,31.0,385.0,0.0,3.0,21.0,413.0,3.0,-3.0,10.0,188.0,1,7-9-0,-3.9,27.0,0,4.5,-7.8,-0.5,26.0,0,15.0,NFC South,1433.0,-19.0,0.0,-51.2,0.08,0.01,0.003,0.003,1.0,4.0,0.0,6.2,9.8,0.131,0.479,0.406,0.585,-0.24600000000000002,0.333,-0.161,26.0,-0.124,0.068,0.193,-0.036000000000000004,25.0,-0.15,-0.12,0.098,0.217,-0.032,-0.108,15.0,5.7,-0.035,0.128,52.0,798.0,3.0,0.0,Regular Season
376,2015.0,17,ARI,17.0,Sun,3-Jan,4:25PM,0,Arizona Cardinals,Seattle Seahawks,6.0,232.0,3.0,-3.0,36.0,354.0,0.0,3.0,-30.0,189.0,0,14-4-0,8.3,1.0,0,6.0,2.6,-0.4,17.0,0,3.0,NFC West,1731.0,22.0,0.0,0.0,0.003,0.003,0.003,0.24,13.0,2.0,0.0,13.7,2.3000000000000007,-0.205,0.379,-0.23399999999999999,0.422,-0.105,0.231,0.302,6.0,0.217,0.162,-0.18100000000000002,-0.04,2.0,0.302,0.217,0.162,-0.181,-0.04,0.31,20.0,12.0,0.016,0.229,42.0,586.0,3.0,0.0,Regular Season
377,2015.0,17,SEA,17.0,Sun,3-Jan,4:25PM,0,Seattle Seahawks,Arizona Cardinals,36.0,354.0,0.0,3.0,6.0,232.0,3.0,-3.0,30.0,189.0,1,11-7-0,8.8,1.0,0,6.0,3.0,-0.3,6.0,0,6.0,NFC West,1662.0,-40.0,0.0,0.0,0.003,0.003,0.003,0.05,9.0,6.0,0.0,9.3,6.699999999999999,0.235,0.486,0.48200000000000004,0.5429999999999999,-0.011000000000000001,0.429,0.386,2.0,0.512,0.19699999999999998,-0.14800000000000002,0.042,1.0,0.386,0.512,0.197,-0.14800000000000002,0.042,0.322,1.0,12.6,0.029,0.15,42.0,586.0,3.0,0.0,Regular Season
